"CONSEC","CAPITULO","CVE_PROC","DESCRIP","PRO_CVE_EDIA","PRO_EDAD_IA","PRO_CVE_EDFA","PRO_EDAD_FA","SEXO","PROCED","PRO_PRINCIPAL"
"3830","14","8391","LISIS DE ADHERENCIAS DE MÚSCULO, TENDÓN, FASCIA Y BOLSA SINOVIAL","0","0","0","0","0","Q","T"
"3831","14","8392","INSERCIÓN O SUSTITUCIÓN DE ESTIMULADOR DE MÚSCULO ESQUELÉTICO","0","0","0","0","0","Q","T"
"3832","14","8393","EXTRACCIÓN DE ESTIMULADOR DE MÚSCULO ESQUELÉTICO","0","0","0","0","0","Q","T"
"3833","14","8394","ASPIRACIÓN DE BOLSA SINOVIAL","0","0","0","0","0","Q","F"
"3834","14","8395","ASPIRACIÓN DE OTRO TEJIDO BLANDO","0","0","0","0","0","Q","F"
"3835","14","8396","INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN BOLSA SINOVIAL","0","0","0","0","0","Q","F"
"3836","14","8397","INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN TENDÓN","0","0","0","0","0","Q","F"
"3837","14","8398","INYECCIÓN DE SUSTANCIA TERAPÉUTICA DE ACCIÓN LOCAL EN OTRO TEJIDO BLANDO","0","0","0","0","0","Q","F"
"3838","14","8399","OTRAS OPERACIONES SOBRE MÚSCULO, TENDÓN, FASCIA Y BOLSA SINOVIAL","0","0","0","0","0","Q","T"
"3839","14","84","OTROS PROCEDIMIENTOS SOBRE APARATO MUSCULOESQUELÉTICO","0","0","0","0","0","",""
"3840","14","840","AMPUTACIÓN DE MIEMBRO SUPERIOR","0","0","0","0","0","","F"
"3841","14","8400","AMPUTACIÓN DE MIEMBRO SUPERIOR, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"3842","14","8401","AMPUTACIÓN Y DESARTICULACIÓN DE DEDO DE MANO","0","0","0","0","0","Q","T"
"3843","14","8402","AMPUTACIÓN Y DESARTICULACIÓN DE DEDO PULGAR","0","0","0","0","0","Q","T"
"3844","14","8403","AMPUTACIÓN A TRAVÉS DE MANO","0","0","0","0","0","Q","T"
"3845","14","8404","DESARTICULACIÓN DE MUÑECA","0","0","0","0","0","Q","T"
"3846","14","8405","AMPUTACIÓN A TRAVÉS DE ANTEBRAZO","0","0","0","0","0","Q","T"
"3847","14","8406","DESARTICULACIÓN DE CODO","0","0","0","0","0","Q","T"
"3848","14","8407","AMPUTACIÓN A TRAVÉS DE HÚMERO","0","0","0","0","0","Q","T"
"3849","14","8408","DESARTICULACIÓN DE HOMBRO","0","0","0","0","0","Q","T"
"3850","14","8409","AMPUTACIÓN INTERTORACOESCAPULAR","0","0","0","0","0","Q","T"
"3851","14","841","AMPUTACIÓN DE MIEMBRO INFERIOR","0","0","0","0","0","","F"
"3852","14","8410","AMPUTACIÓN DE MIEMBRO INFERIOR, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","F"
"3853","14","8411","AMPUTACIÓN DE DEDO DE PIE","0","0","0","0","0","Q","F"
"3854","14","8412","AMPUTACIÓN A TRAVÉS DE PIE","0","0","0","0","0","Q","F"
"3855","14","8413","DESARTICULACIÓN DE TOBILLO","0","0","0","0","0","Q","F"
"3856","14","8414","AMPUTACIÓN DE TOBILLO A TRAVÉS DE MALÉOLOS DE TIBIA Y PERONÉ","0","0","0","0","0","Q","F"
"3857","14","8415","OTRA AMPUTACIÓN DEBAJO DE LA RODILLA","0","0","0","0","0","Q","F"
"3858","14","8416","DESARTICULACIÓN DE RODILLA","0","0","0","0","0","Q","F"
"3859","14","8417","AMPUTACIÓN POR ENCIMA DE LA RODILLA","0","0","0","0","0","Q","F"
"3860","14","8418","DESARTICULACIÓN DE CADERA","0","0","0","0","0","Q","F"
"3861","14","8419","AMPUTACIÓN ABDOMINOPÉLVICA","0","0","0","0","0","Q","F"
"3862","14","842","REIMPLANTE DE EXTREMIDAD","0","0","0","0","0","","F"
"3863","14","8421","REIMPLANTE DE DEDO PULGAR","0","0","0","0","0","Q","T"
"3864","14","8422","REIMPLANTE DE DEDO DE MANO","0","0","0","0","0","Q","T"
"3865","14","8423","REIMPLANTE DE ANTEBRAZO, MUÑECA O MANO","0","0","0","0","0","Q","T"
"3866","14","8424","REIMPLANTE DE BRAZO SUPERIOR","0","0","0","0","0","Q","T"
"3867","14","8425","REIMPLANTE DE DEDO DE PIE","0","0","0","0","0","Q","T"
"3868","14","8426","REIMPLANTE DE PIE","0","0","0","0","0","Q","T"
"3869","14","8427","REIMPLANTE DE PIERNA INFERIOR Y TOBILLO","0","0","0","0","0","Q","T"
"3870","14","8428","REIMPLANTE DE MUSLO","0","0","0","0","0","Q","T"
"3871","14","8429","OTRO REIMPLANTE","0","0","0","0","0","Q","T"
"3872","14","843","REVISIÓN DE MUÑÓN DE AMPUTACIÓN","0","0","0","0","0","","F"
"3873","14","843X","REVISIÓN DE MUÑÓN DE AMPUTACIÓN","0","0","0","0","0","Q","T"
"3874","14","844","IMPLANTACIÓN O COLOCACIÓN DE DISPOSITIVO DE MIEMBRO PROTÉSICO","0","0","0","0","0","","F"
"3875","14","8440","IMPLANTACIÓN O COLOCACIÓN DE DISPOSITIVO DE MIEMBRO PROTÉSICO, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","T","T"
"3876","14","8441","COLOCACIÓN DE PRÓTESIS DE BRAZO SUPERIOR Y HOMBRO","0","0","0","0","0","T","T"
"3877","14","8442","COLOCACIÓN DE PRÓTESIS DE BRAZO INFERIOR Y MANO","0","0","0","0","0","T","T"
"3878","14","8443","COLOCACIÓN DE PRÓTESIS DE BRAZO, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","T","T"
"3879","14","8444","IMPLANTACIÓN DE DISPOSITIVO PROTÉSICO DE BRAZO","0","0","0","0","0","T","T"
"3880","14","8445","COLOCACIÓN DE PRÓTESIS ENCIMA DE LA RODILLA","0","0","0","0","0","T","T"
"3881","14","8446","COLOCACIÓN DE PRÓTESIS DEBAJO DE LA RODILLA","0","0","0","0","0","T","T"
"3882","14","8447","COLOCACIÓN DE PRÓTESIS DE PIERNA, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","T","T"
"3883","14","8448","IMPLANTACIÓN DE DISPOSITIVO PROTÉSICO DE PIERNA","0","0","0","0","0","T","T"
"3884","14","845","IMPLANTACIÓN DE OTRAS SUSTANCIAS Y DISPOSITIVOS MUSCULOESQUELÉTICOS","0","0","0","0","0","","F"
"3885","14","8451","INSERCIÓN DE DISPOSITIVO DE FUSIÓN VERTEBRAL INTERSOMÁTICO","0","0","0","0","0","Q","F"
"3886","14","8452","INSERCIÓN DE PROTEÍNA MORFOGENÉTICA ÓSEA RECOMBINANTE","0","0","0","0","0","Q","T"
"3887","14","8453","IMPLANTACIÓN DE DISPOSITIVO INTERNO DE ALARGAMIENTO DE MIEMBRO CON TRACCIÓN CINÉTICA","0","0","0","0","0","Q","T"
"3888","14","8454","IMPLANTACIÓN DE OTRO DISPOSITIVO INTERNO DE ALARGAMIENTO DE MIEMBRO","0","0","0","0","0","Q","T"
"3889","14","8455","INSERCIÓN DE RELLENADOR DE HUESO","0","0","0","0","0","Q","T"
"3890","14","8456","INSERCIÓN O REEMPLAZO DE ESPACIADOR (CEMENTO)","0","0","0","0","0","Q","T"
"3891","14","8457","RETIRO DE ESPACIADOR (CEMENTO)","0","0","0","0","0","Q","T"
"3892","14","8459","INSERCIÓN DE OTROS DISPOSITIVOS VERTEBRALES","0","0","0","0","0","Q","T"
"3893","14","846","SUSTITUCIÓN DE DISCO INTERVERTEBRAL","0","0","0","0","0","","F"
"3894","14","8460","INSERCIÓN DE PRÓTESIS DE DISCO INTERVERTEBRAL, NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","T"
"3895","14","8461","INSERCIÓN DE PRÓTESIS PARCIAL DE DISCO INTERVERTEBRAL, CERVICAL","0","0","0","0","0","Q","T"
"3896","14","8462","INSERCIÓN DE PRÓTESIS TOTAL DE DISCO INTERVERTEBRAL, CERVICAL","0","0","0","0","0","Q","T"
"3897","14","8463","INSERCIÓN DE PRÓTESIS DE DISCO INTERVERTEBRAL, TORÁCICO","0","0","0","0","0","Q","T"
"3898","14","8464","INSERCIÓN DE PRÓTESIS PARCIAL DE DISCO INTERVERTEBRAL, LUMBOSACRA","0","0","0","0","0","Q","T"
"3899","14","8465","INSERCIÓN DE PRÓTESIS TOTAL DE DISCO INTERVERTEBRAL, LUMBOSACRA","0","0","0","0","0","Q","T"
"3900","14","8466","REVISIÓN O SUSTITUCIÓN DE PRÓTESIS ARTIFICIAL DE DISCO INTERVERTEBRAL, CERVICAL","0","0","0","0","0","Q","T"
"3901","14","8467","REVISIÓN O SUSTITUCIÓN DE PRÓTESIS ARTIFICIAL DE DISCO INTERVERTEBRAL, TORÁCICO","0","0","0","0","0","Q","T"
"3902","14","8468","REVISIÓN O SUSTITUCIÓN DE PRÓTESIS ARTIFICIAL DE DISCO INTERVERTEBRAL, LUMBOSACRA","0","0","0","0","0","Q","T"
"3903","14","8469","REVISIÓN O SUSTITUCIÓN DE PRÓTESIS ARTIFICIAL DE DISCO INTERVERTEBRAL, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"3904","14","847","CÓDIGOS AUXILIARES PARA DISPOSITIVOS FIJADORES EXTERNOS","0","0","0","0","0","","F"
"3905","14","8471","APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO, SISTEMA MONOPLANO","0","0","0","0","0","Q","T"
"3906","14","8472","APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO, SISTEMA EN ANILLO","0","0","0","0","0","Q","T"
"3907","14","8473","APLICACIÓN DE DISPOSITIVO HÍBRIDO DE FIJACIÓN EXTERNA","0","0","0","0","0","Q","T"
"3908","14","848","INSERCIÓN, REEMPLAZO Y REVISIÓN DEL DISPOSITIVO (S) DE CONSERVACIÓN DEL MOVIMIENTO VERTEBRAL POSTERIOR","0","0","0","0","0","","F"
"3909","14","8480","INSERCIÓN O REEMPLAZO DE DISPOSITIVO (S) DE PROCESO INTERESPINOSO","0","0","0","0","0","Q","T"
"3910","14","8481","REVISIÓN DE DISPOSITIVO(S) DE PROCESO INTERESPINOSO","0","0","0","0","0","Q","T"
"3911","14","8482","INSERCIÓN O REEMPLAZO DE DISPOSITIVO (S) DE ESTABILIZACIÓN DE MOVIMIENTO BASADO EN PEDÍCULO","0","0","0","0","0","Q","T"
"3912","14","8483","REVISIÓN DE DISPOSITIVO(S) DE ESTABILIZACIÓN DINÁMICO BASADO EN PEDÍCULO","0","0","0","0","0","Q","T"
"3913","14","8484","INSERCIÓN O REEMPLAZO DE DISPOSITIVO(S) DE REEMPLAZO DE FACETA","0","0","0","0","0","Q","T"
"3914","14","8485","REVISIÓN DE DISPOSITIVO (S) DE REEMPLAZO DE FACETA","0","0","0","0","0","Q","T"
"3915","14","849","OTRAS OPERACIONES SOBRE EL APARATO MUSCULOESQUELÉTICO","0","0","0","0","0","","F"
"3916","14","8491","AMPUTACIÓN, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"3917","14","8492","SEPARACIÓN DE GEMELOS UNIDOS IGUALES","0","0","0","0","0","Q","T"
"3918","14","8493","SEPARACIÓN DE GEMELOS UNIDOS DESIGUALES","0","0","0","0","0","Q","T"
"3919","14","8499","OTRA OPERACIÓN SOBRE EL APARATO MUSCULOESQUELÉTICO","0","0","0","0","0","Q","T"
"3920","15","00","OPERACIONES SOBRE EL APARATO TEGUMENTARIO (85 - 86)","0","0","0","0","0","",""
"3921","15","85","OPERACIONES SOBRE LA MAMA","0","0","0","0","0","",""
"3922","15","850","MASTOTOMÍA","0","0","0","0","0","","F"
"3923","15","850X","MASTOTOMÍA","0","0","0","0","0","Q","T"
"3924","15","851","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE MAMA","0","0","0","0","0","","F"
"3925","15","8511","BIOPSIA CERRADA (AGUJA) (PERCUTÁNEA) DE MAMA","0","0","0","0","0","D","F"
"3926","15","8512","BIOPSIA ABIERTA DE MAMA","0","0","0","0","0","D","F"
"3927","15","8519","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE MAMA","0","0","0","0","0","D","F"
"3928","15","852","EXTIRPACIÓN O DESTRUCCIÓN DE TEJIDO DE LA MAMA","0","0","0","0","0","","F"
"3929","15","8520","EXTIRPACIÓN O DESTRUCCIÓN DE TEJIDO DE MAMA, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","F"
"3930","15","8521","EXTIRPACIÓN LOCAL DE LESIÓN DE MAMA","0","0","0","0","0","Q","F"
"3931","15","8522","RESECCIÓN DE CUADRANTE DE MAMA","0","0","0","0","0","Q","F"
"3932","15","8523","MASTECTOMÍA SUBTOTAL","0","0","0","0","0","Q","F"
"3933","15","8524","EXTIRPACIÓN DE TEJIDO MAMARIO ECTÓPICO","0","0","0","0","0","Q","F"
"3934","15","8525","EXTIRPACIÓN DE PEZÓN","0","0","0","0","0","Q","F"
"3935","15","853","MAMOPLASTIA DE REDUCCIÓN Y MASTECTOMÍA SUBCUTÁNEA","0","0","0","0","0","","F"
"3936","15","8531","MAMOPLASTIA DE REDUCCIÓN UNILATERAL","0","0","0","0","0","Q","T"
"3937","15","8532","MAMOPLASTIA DE REDUCCIÓN BILATERAL","0","0","0","0","0","Q","T"
"3938","15","8533","MASTECTOMÍA SUBCUTÁNEA UNILATERAL CON IMPLANTACIÓN SIMULTÁNEA","0","0","0","0","0","Q","T"
"3939","15","8534","OTRA MASTECTOMÍA SUBCUTÁNEA UNILATERAL","0","0","0","0","0","Q","T"
"3940","15","8535","MASTECTOMÍA SUBCUTÁNEA BILATERAL CON IMPLANTACIÓN SIMULTÁNEA","0","0","0","0","0","Q","T"
"3941","15","8536","OTRA MASTECTOMÍA SUBCUTÁNEA BILATERAL","0","0","0","0","0","Q","T"
"3942","15","854","MASTECTOMÍA","0","0","0","0","0","","F"
"3943","15","8541","MASTECTOMÍA SIMPLE UNILATERAL","0","0","0","0","0","Q","F"
"3944","15","8542","MASTECTOMÍA SIMPLE BILATERAL","0","0","0","0","0","Q","F"
"3945","15","8543","MASTECTOMÍA SIMPLE AMPLIADA UNILATERAL","0","0","0","0","0","Q","F"
"3946","15","8544","MASTECTOMÍA SIMPLE AMPLIADA BILATERAL","0","0","0","0","0","Q","F"
"3947","15","8545","MASTECTOMÍA RADICAL UNILATERAL","0","0","0","0","0","Q","F"
"3948","15","8546","MASTECTOMÍA RADICAL BILATERAL","0","0","0","0","0","Q","F"
"3949","15","8547","MASTECTOMÍA RADICAL AMPLIADA UNILATERAL","0","0","0","0","0","Q","F"
"3950","15","8548","MASTECTOMÍA RADICAL AMPLIADA BILATERAL","0","0","0","0","0","Q","F"
"3951","15","855","MAMOPLASTIA DE AUMENTO","0","0","0","0","0","","F"
"3952","15","8550","MAMOPLASTIA DE AUMENTO, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"3953","15","8551","INYECCIÓN EN LA MAMA UNILATERAL PARA AUMENTO","0","0","0","0","0","Q","T"
"3954","15","8552","INYECCIÓN EN EL INTERIOR DE LA MAMA BILATERAL PARA AUMENTO","0","0","0","0","0","Q","T"
"3955","15","8553","IMPLANTE MAMARIO UNILATERAL","0","0","0","0","0","Q","T"
"3956","15","8554","IMPLANTE MAMARIO BILATERAL","0","0","0","0","0","Q","T"
"3957","15","856","MASTOPEXIA","0","0","0","0","0","","F"
"3958","15","856X","MASTOPEXIA","0","0","0","0","0","Q","T"
"3959","15","857","RECONSTRUCCIÓN TOTAL DE MAMA","0","0","0","0","0","","F"
"3960","15","8570","RECONSTRUCCIÓN TOTAL DE MAMA, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"3961","15","8571","RECONSTRUCCIÓN TOTAL DE MAMA, COLGAJO MIOCUTÁNEO DEL MUSCULO DORSAL ANCHO","0","0","0","0","0","Q","T"
"3962","15","8572","'RECONSTRUCCIÓN TOTAL DE MAMA, COLGAJO TRAM PEDICULADO (MIOCUTÁNEO DE RECTO TRANSVERSO ABDOMINAL, )","0","0","0","0","0","Q","T"
"3963","15","8573","'RECONSTRUCCIÓN TOTAL DE MAMA,COLGAJO TRAM, LIBRE (MIOCUTÁNEO DE RECTO TRANSVERSO ABDOMINAL)","0","0","0","0","0","Q","T"
"3964","15","8574","'RECONSTRUCCIÓN TOTAL DE MAMA,COLGAJO DIEP, LIBRE (CON ARTERIA EPIGÁSTRICA INFERIOR PROFUNDA PERFORANTE)","0","0","0","0","0","Q","T"
"3965","15","8575","'RECONSTRUCCIÓN TOTAL DE MAMA,COLGAJO SIEA LIBRE (CON ARTERIA EPIGÁSTRICA SUPERFICIAL INFERIOR)","0","0","0","0","0","Q","T"
"3966","15","8576","'RECONSTRUCCIÓN TOTAL DE MAMA,COLGAJO GAP, LIBRE (CON ARTERIA GLÚTEA PERFORANTE)","0","0","0","0","0","Q","T"
"3967","15","8579","'OTRA RECONSTRUCCIÓN TOTAL DE MAMA","0","0","0","0","0","Q","T"
"3968","15","858","OTRAS OPERACIONES DE REPARACIÓN Y PLÁSTICAS SOBRE MAMA","0","0","0","0","0","","F"
"3969","15","8581","SUTURA DE DESGARRO DE LA MAMA","0","0","0","0","0","Q","T"
"3970","15","8582","INJERTO DE GROSOR PARCIAL EN LA PIEL DE LA MAMA","0","0","0","0","0","Q","T"
"3971","15","8583","INJERTO DE GROSOR TOTAL EN LA PIEL DE LA MAMA","0","0","0","0","0","Q","T"
"3972","15","8584","COLGAJO SOBRE LA MAMA","0","0","0","0","0","Q","T"
"3973","15","8585","COLGAJO MUSCULAR SOBRE REGIÓN MAMARIA","0","0","0","0","0","Q","T"
"3974","15","8586","TRANSPOSICIÓN DE PEZÓN","0","0","0","0","0","Q","T"
"3975","15","8587","OTRA REPARACIÓN O RECONSTRUCCIÓN DE PEZÓN","0","0","0","0","0","Q","T"
"3976","15","8589","OTRA MAMOPLASTIA","0","0","0","0","0","Q","T"
"3977","15","859","OTRAS OPERACIONES SOBRE LA MAMA","0","0","0","0","0","","F"
"3978","15","8591","ASPIRACIÓN DE MAMA","0","0","0","0","0","Q","T"
"3979","15","8592","INYECCIÓN DE AGENTE TERAPÉUTICO EN MAMA","0","0","0","0","0","Q","T"
"3980","15","8593","REVISIÓN DE IMPLANTE DE MAMA","0","0","0","0","0","Q","T"
"3981","15","8594","EXTRACCIÓN DE IMPLANTE DE MAMA","0","0","0","0","0","Q","T"
"3982","15","8595","INSERCIÓN DE EXPANSORES DEL TEJIDO MAMARIO","0","0","0","0","0","Q","T"
"3983","15","8596","EXTRACCIÓN DE EXPANSORES DE TEJIDO MAMARIO","0","0","0","0","0","Q","T"
"3984","15","8599","OTRA OPERACIÓN SOBRE LA MAMA","0","0","0","0","0","Q","T"
"3985","15","86","OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","",""
"3986","15","860","INCISIÓN DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"3987","15","8601","ASPIRACIÓN DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","Q","T"
"3988","15","8602","INYECCIÓN O TATUAJE DE LESIÓN O DEFECTO DE PIEL","0","0","0","0","0","Q","T"
"3989","15","8603","INCISIÓN DE SENO O QUISTE PILONIDAL","0","0","0","0","0","Q","T"
"3990","15","8604","OTRA INCISIÓN CON DRENAJE DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","Q","T"
"3991","15","8605","INCISIÓN CON EXTRACCIÓN DE CUERPO EXTRAÑO O DISPOSITIVO DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","Q","T"
"3992","15","8606","INSERCIÓN DE BOMBA DE INFUSIÓN TOTALMENTE IMPLANTABLE","0","0","0","0","0","Q","T"
"3993","15","8607","INSERCIÓN DE DISPOSITIVO DE ACCESO VASCULAR [DAV] TOTALMENTE IMPLANTABLE","0","0","0","0","0","Q","T"
"3994","15","8609","OTRA INCISIÓN DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","Q","T"
"3995","15","861","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"3996","15","8611","BIOPSIA DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","D","T"
"3997","15","8619","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","D","T"
"3998","15","862","EXTIRPACIÓN O DESTRUCCIÓN DE LESIÓN O TEJIDO DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"3999","15","8621","EXTIRPACIÓN DE QUISTE O SENO PILONIDAL","0","0","0","0","0","Q","F"
"4000","15","8622","DESBRIDAMIENTO EXCISIONAL DE HERIDA, INFECCIÓN O QUEMADURA","0","0","0","0","0","Q","F"
"4001","15","8623","EXTRACCIÓN DE UÑA, LECHO DE UÑA O PLIEGUE DE UÑA","0","0","0","0","0","Q","F"
"4002","15","8624","QUIMIOCIRUGÍA DE PIEL","0","0","0","0","0","Q","F"
"4003","15","8625","ABRASIÓN DÉRMICA","0","0","0","0","0","Q","F"
"4004","15","8626","LIGADURA DE APÉNDICE DÉRMICO","0","0","0","0","0","Q","F"
"4005","15","8627","DESBRIDAMIENTO DE UÑA, BASE DE UÑA O PLIEGUE DE UÑA","0","0","0","0","0","Q","F"
"4006","15","8628","DESBRIDAMIENTO NO EXCISIONAL DE HERIDA, INFECCIÓN O QUEMADURA","0","0","0","0","0","Q","F"
"4007","15","863","OTRA EXTIRPACIÓN LOCAL O DESTRUCCIÓN DE LESIÓN O TEJIDO DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"4008","15","863X","OTRA EXTIRPACIÓN LOCAL O DESTRUCCIÓN DE LESIÓN O TEJIDO DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","Q","F"
"4009","15","864","EXTIRPACIÓN RADICAL DE LESIÓN CUTÁNEA","0","0","0","0","0","","F"
"4010","15","864X","EXTIRPACIÓN RADICAL DE LESIÓN CUTÁNEA","0","0","0","0","0","Q","F"
"4011","15","865","SUTURA U OTRO CIERRE DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"4012","15","8651","REIMPLANTACIÓN DE CUERO CABELLUDO","0","0","0","0","0","Q","T"
"4013","15","8659","CIERRE DE PIEL Y TEJIDO SUBCUTÁNEO DE OTROS SITIOS","0","0","0","0","0","Q","T"
"4014","15","866","INJERTO CUTÁNEO LIBRE","0","0","0","0","0","","F"
"4015","15","8660","INJERTO CUTÁNEO LIBRE NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","F"
"4016","15","8661","INJERTO CUTÁNEO DE ESPESOR TOTAL A MANO","0","0","0","0","0","Q","F"
"4017","15","8662","OTRO INJERTO CUTÁNEO A MANO","0","0","0","0","0","Q","F"
"4018","15","8663","INJERTO CUTÁNEO DE GROSOR TOTAL A OTROS SITIOS","0","0","0","0","0","Q","F"
"4019","15","8664","TRASPLANTE DE PELO","0","0","0","0","0","Q","F"
"4020","15","8665","HETEROINJERTO DE PIEL","0","0","0","0","0","Q","F"
"4021","15","8666","HOMOINJERTO DE PIEL","0","0","0","0","0","Q","F"
"4022","15","8667","INJERTO REGENERATIVO DE PIEL","0","0","0","0","0","Q","F"
"4023","15","8669","OTRO INJERTO CUTÁNEO A OTROS SITIOS","0","0","0","0","0","Q","F"
"4024","15","867","INJERTOS DE PEDÍCULOS O COLGAJOS","0","0","0","0","0","","F"
"4025","15","8670","INJERTO DE PEDÍCULO O COLGAJO, NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","F"
"4026","15","8671","CORTE Y PREPARACIÓN DE INJERTOS DE PEDÍCULOS O COLGAJOS","0","0","0","0","0","Q","F"
"4027","15","8672","AVANCE DE PEDÍCULO O COLGAJO","0","0","0","0","0","Q","F"
"4028","15","8673","FIJACIÓN DE INJERTO DE PEDÍCULO O COLGAJO A MANO","0","0","0","0","0","Q","F"
"4029","15","8674","FIJACIÓN DE INJERTO DE PEDÍCULO O COLGAJO A OTROS SITIOS","0","0","0","0","0","Q","F"
"4030","15","8675","REVISIÓN DE INJERTO O COLGAJO","0","0","0","0","0","Q","F"
"4031","15","868","OTRA REPARACIÓN Y RECONSTRUCCIÓN DE PIEL DE TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"4032","15","8681","REPARACIÓN DE DEBILIDAD FACIAL","0","0","0","0","0","Q","T"
"4033","15","8682","RITIDECTOMÍA FACIAL","0","0","0","0","0","Q","T"
"4034","15","8683","OPERACIÓN PLÁSTICA DE REDUCCIÓN DE TAMAÑO","0","0","0","0","0","Q","T"
"4035","15","8684","RELAJACIÓN DE CICATRIZ O DE CONTRACTURA RETICULADA DE PIEL","0","0","0","0","0","Q","T"
"4036","15","8685","CORRECCIÓN DE SINDACTILIA","0","0","0","0","0","Q","T"
"4037","15","8686","ONICOPLASTIA","0","0","0","0","0","Q","T"
"4038","15","8689","OTRA REPARACIÓN Y RECONSTRUCCIÓN DE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","Q","T"
"4039","15","869","OTRAS OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTÁNEO","0","0","0","0","0","","F"
"4040","15","8691","EXCISIÓN DE PIEL PARA INJERTO","0","0","0","0","0","Q","F"
"4041","15","8692","ELECTROLISIS Y OTRA DEPILACIÓN DE PIEL","0","0","0","0","0","Q","T"
"4042","15","8693","INSERCIÓN DE EXPANSOR DE TEJIDOS","0","0","0","0","0","Q","T"
"4043","15","8694","INSERCIÓN O SUSTITUCIÓN DE NEUROESTIMULADOR GENERADOR DE PULSOS DE UN SOLO ELECTRODO NO ESPECIFICADO COMO RECARGABLE","0","0","0","0","0","Q","T"
"4044","15","8695","INSERCIÓN O SUSTITUCIÓN DE NEUROESTIMULADOR GENERADOR DE PULSOS DE DISPOSICIÓN DUAL","0","0","0","0","0","Q","T"
"4045","15","8696","INSERCIÓN O SUSTITUCIÓN DE OTRO NEUROESTIMULADOR GENERADOR DE PULSOS","0","0","0","0","0","Q","T"
"4046","15","8697","INSERCIÓN O SUSTITUCIÓN DE OTRO NEUROESTIMULADOR GENERADOR DE PULSOS RECARGABLE DE ELECTRODO ÚNICO","0","0","0","0","0","Q","T"
"4047","15","8698","INSERSIÓN O SUSTITUCIÓN DE NEUROESTIMULADOR GENERADOS DR PULSOS RECARGABLE DE DOBLE ELECTRODO","0","0","0","0","0","Q","T"
"4048","15","8699","OTRAS OPERACIONES SOBRE PIEL Y TEJIDO CELULAR SUBCUTÁNEO","0","0","0","0","0","Q","T"
"4049","16","00","PROCEDIMIENTOS DIAGNÓSTICOS Y TERAPÉUTICOS MISCELÁNEOS (87 - 99)","0","0","0","0","0","",""
"4050","16","87","RADIOLOGÍA DIAGNÓSTICA","0","0","0","0","0","",""
"4051","16","870","RADIOGRAFÍA DE TEJIDO BLANDO DE CARA, CABEZA Y CUELLO","0","0","0","0","0","","F"
"4052","16","8701","NEUMOENCEFALOGRAMA","0","0","0","0","0","D","T"
"4053","16","8702","OTRAS RADIOGRAFIAS DE CONTRASTE DE CEREBRO Y CRÁNEO","0","0","0","0","0","D","T"
"4054","16","8703","TOMOGRAFÍA AXIAL COMPUTARIZADA DE CABEZA","0","0","0","0","0","D","F"
"4055","16","8704","OTRA TOMOGRAFIA DE CABEZA","0","0","0","0","0","D","T"
"4056","16","8705","DACRIOCISTOGRAFÍA CON CONTRASTE","0","0","0","0","0","D","T"
